method,method_display,preprocess_method,preprocess_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,preprocess_kind,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,736,2,2,0,0.5740432551319649,0.15378787878787878,0.7741935483870968,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9804687499999402,0,94,226,16064,0.0,0.0,0.0,0.9804687499999402,0.0,binary,226,226,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,736,2,2,0,0.31375,0.11136363636363636,0.8181818181818181,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.9704589843749407,0,82,402,15900,0.0,0.0,0.0,0.9704589843749407,0.0,binary,226,402,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,736,2,2,0,0.6993921173762946,0.37136363636363634,0.9113924050632911,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.98132324218744,0,80,226,16078,0.0,0.0,0.0,0.98132324218744,0.0,binary,226,226,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,736,2,2,0,0.3805107655502392,0.2865151515151515,0.7578947368421053,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.9724731445311906,0,89,362,15933,0.0,0.0,0.0,0.9724731445311906,0.0,local_density,226,362,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,736,2,2,0,0.6134523460410557,0.24136363636363636,0.7741935483870968,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9755859374999404,0,92,308,15984,0.0,0.0,0.0,0.9755859374999404,0.0,sobel_edges,226,308,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,736,2,2,0,0.3992784810126583,0.26,0.9113924050632911,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.9600219726561914,0,77,578,15729,0.0,0.0,0.0,0.9600219726561914,0.0,distance_transform,226,578,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,736,2,2,0,0.6697045454545455,0.2837878787878788,0.96,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.98150634765619,0,77,226,16081,0.0,0.0,0.0,0.98150634765619,0.0,neighbour_context,226,226,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,736,2,2,0,0.58775,0.195,0.75,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9924926757811894,0,53,70,16261,0.0,0.0,0.0,0.9924926757811894,0.0,skeleton,226,70,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,737,3,3,0,0.3443256506414401,0.1667275667275667,0.8464912280701754,0.0,1.0,0,1,0.05376344085992601,0.015948963317358934,0.02460024564951761,0.012453300124517492,0.9515991210936919,10,176,617,15581,0.05376344085992601,0.015948963317358934,0.02460024564951761,0.9515991210936919,0.012453300124517492,binary,627,627,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,737,3,3,0,0.30596031161820636,0.1029137529137529,0.7982456140350878,0.0,1.0,0,1,0.0,0.0,0.0,0.0,0.9193115234374438,0,173,1149,15062,0.0,0.0,0.0,0.9193115234374438,0.0,binary,627,1149,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,737,3,3,0,0.6527950724003356,0.3375952875952877,0.7543859649122807,1.0,1.0,0,0,0.34857142856943674,0.09728867623588949,0.15211970040656775,0.08232118758423439,0.9584960937499415,61,114,566,15643,0.34857142856943674,0.09728867623588949,0.15211970040656775,0.9584960937499415,0.08232118758423439,binary,627,627,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,737,3,3,0,0.45769230769230773,0.017094017094017092,0.5,1.0,1.0,0,0,0.2293577981630334,0.025075225677005944,0.04520795642259874,0.023126734505066488,0.9355468749999428,25,84,972,15303,0.2293577981630334,0.025075225677005944,0.04520795642259874,0.9355468749999428,0.023126734505066488,local_density,627,997,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,737,3,3,0,0.6493852459016393,0.25,0.9344262295081968,1.0,1.0,0,0,0.068085106382689,0.01847575057734587,0.02906448649433221,0.014746543778788252,0.9347534179686929,16,219,850,15299,0.068085106382689,0.01847575057734587,0.02906448649433221,0.9347534179686929,0.014746543778788252,sobel_edges,627,866,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,737,3,3,0,0.5821705511179195,0.128020328020328,0.8728070175438596,1.0,1.0,0,0,0.704081632649469,0.08430054978614276,0.15057283123274134,0.08141592920349179,0.9049682617186947,138,58,1499,14689,0.704081632649469,0.08430054978614276,0.15057283123274134,0.9049682617186947,0.08141592920349179,distance_transform,627,1637,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,737,3,3,0,0.3301255060728745,0.1605128205128205,0.7894736842105263,0.0,1.0,0,1,0.09580838323295923,0.025518341307774292,0.04030226667023774,0.020565552699202357,0.9534912109374418,16,151,611,15606,0.09580838323295923,0.025518341307774292,0.04030226667023774,0.9534912109374418,0.020565552699202357,neighbour_context,627,627,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,737,3,3,0,0.29380384433016016,0.08759528759528758,0.7719298245614035,0.0,1.0,0,1,0.005882352941141869,0.0045662100456412506,0.005141387682714278,0.0025773195876222237,0.9763793945311904,1,169,218,15996,0.005882352941141869,0.0045662100456412506,0.005141387682714278,0.9763793945311904,0.0025773195876222237,skeleton,627,219,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,738,3,3,0,0.3274297248803828,0.08519736842105263,0.9454545454545454,0.0,1.0,1,1,0.15277777777671683,0.04782608695641777,0.07284768175582211,0.03780068728515842,0.965820312499941,22,122,438,15802,0.15277777777671683,0.04782608695641777,0.07284768175582211,0.965820312499941,0.03780068728515842,binary,460,460,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,738,3,2,1,0.17212121212121215,0.0,0.5272727272727273,0.0,0.6666666666666667,1,0,0.3246753246711081,0.02720348204567225,0.05020080307008556,0.02574665293509192,0.9422607421874425,25,52,894,15413,0.3246753246711081,0.02720348204567225,0.05020080307008556,0.9422607421874425,0.02574665293509192,binary,460,919,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,738,3,3,0,0.2721212121212121,0.0,0.8606060606060606,0.0,1.0,1,0,0.14583333333232062,0.04329896907207567,0.06677265465468948,0.03453947368415372,0.9641723632811912,21,123,464,15776,0.14583333333232062,0.04329896907207567,0.06677265465468948,0.9641723632811912,0.03453947368415372,binary,460,485,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,738,3,3,0,0.28060606060606064,0.0,0.9030303030303031,0.0,1.0,1,1,0.0536912751674249,0.022408963585371405,0.03162055294404694,0.016064257028080193,0.9700927734374407,8,141,349,15886,0.0536912751674249,0.022408963585371405,0.03162055294404694,0.9700927734374407,0.016064257028080193,local_density,460,357,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,738,3,2,1,0.1903030303030303,0.0,0.6181818181818182,0.0,0.6666666666666667,1,0,0.0899999999991,0.018556701030889574,0.030769230485686323,0.015624999999972874,0.965393066406191,9,91,476,15808,0.0899999999991,0.018556701030889574,0.030769230485686323,0.965393066406191,0.015624999999972874,sobel_edges,460,485,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,738,3,2,1,0.23918610446570976,0.10054824561403508,0.6363636363636364,0.0,0.6666666666666667,1,0,0.3092783505122755,0.025817555938015647,0.047656870389874074,0.024410089503641652,0.9268188476561934,30,67,1132,15155,0.3092783505122755,0.025817555938015647,0.047656870389874074,0.9268188476561934,0.024410089503641652,distance_transform,460,1162,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,738,3,2,1,0.2350672846889952,0.06984649122807016,0.6848484848484848,0.0,0.6666666666666667,1,0,0.07339449541217069,0.01739130434778828,0.028119507598778112,0.014260249554341782,0.966247558593691,8,101,452,15823,0.07339449541217069,0.01739130434778828,0.028119507598778112,0.966247558593691,0.014260249554341782,neighbour_context,460,460,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,738,3,2,1,0.2419128787878788,0.07159090909090908,0.7151515151515151,0.0,0.6666666666666667,1,0,0.017241379310196193,0.015503875968872064,0.016326530113519384,0.00823045267486325,0.9852905273436898,2,114,127,16141,0.017241379310196193,0.015503875968872064,0.016326530113519384,0.9852905273436898,0.00823045267486325,skeleton,460,129,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,739,3,3,0,0.522093023255814,0.0,0.8604651162790697,1.0,1.0,0,0,0.08641975308535284,0.04402515723242752,0.05833333288565973,0.030042918454806684,0.9862060546874398,7,74,152,16151,0.08641975308535284,0.04402515723242752,0.05833333288565973,0.9862060546874398,0.030042918454806684,binary,159,159,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,739,3,3,0,0.5220773195876288,0.04333333333333333,0.7628865979381443,1.0,1.0,0,0,0.26315789473407203,0.07204610950987883,0.11312217160771686,0.05995203836916079,0.9760742187499404,25,70,322,15967,0.26315789473407203,0.07204610950987883,0.11312217160771686,0.9760742187499404,0.05995203836916079,binary,159,347,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,739,3,2,1,0.49921794871794867,0.07678062678062678,0.74,1.0,0.6666666666666667,0,0,0.03409090909052169,0.01886792452818322,0.024291497516825394,0.012295081967162726,0.9852905273436898,3,85,156,16140,0.03409090909052169,0.01886792452818322,0.024291497516825394,0.9852905273436898,0.012295081967162726,binary,159,159,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,739,3,3,0,0.6434547908232119,0.21937321937321935,0.9736842105263158,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9841308593749399,0,73,187,16124,0.0,0.0,0.0,0.9841308593749399,0.0,local_density,159,187,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,739,3,2,1,0.48693693693693696,0.0,0.8513513513513513,1.0,0.6666666666666667,0,0,0.0,0.0,0.0,0.0,0.98095703124994,0,62,250,16072,0.0,0.0,0.0,0.98095703124994,0.0,sobel_edges,159,250,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,739,3,3,0,0.5737092862092862,0.09472934472934472,0.9054054054054054,1.0,1.0,0,0,0.29230769230319525,0.034990791896804804,0.06249999980883721,0.03225806451607426,0.965209960937441,19,46,524,15795,0.29230769230319525,0.034990791896804804,0.06249999980883721,0.965209960937441,0.03225806451607426,distance_transform,159,543,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,739,3,2,1,0.5322853309481217,0.09672364672364671,0.8604651162790697,1.0,0.6666666666666667,0,0,0.0574712643671555,0.03144654088030537,0.04065040604656621,0.020746887966718894,0.9855957031249398,5,82,154,16143,0.0574712643671555,0.03144654088030537,0.04065040604656621,0.9855957031249398,0.020746887966718894,neighbour_context,159,159,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,739,3,2,1,0.4693018018018018,0.03888888888888889,0.6756756756756757,1.0,0.6666666666666667,0,0,0.0,0.0,0.0,0.0,0.9927978515624394,0,44,74,16266,0.0,0.0,0.0,0.9927978515624394,0.0,skeleton,159,74,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,740,3,3,0,0.2991666666666667,0.17888888888888888,0.5933333333333333,0.0,1.0,0,2,0.049295774647540175,0.03888888888867284,0.04347826037625864,0.022222222222151675,0.98120117187494,7,135,173,16069,0.049295774647540175,0.03888888888867284,0.04347826037625864,0.98120117187494,0.022222222222151675,binary,180,180,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,740,3,3,0,0.5861149425287356,0.1837037037037037,0.7672413793103449,1.0,1.0,0,0,0.21929824561211142,0.06410256410239974,0.09920634885589884,0.05219206680573655,0.9722900390624406,25,89,365,15905,0.21929824561211142,0.06410256410239974,0.09920634885589884,0.9722900390624406,0.05219206680573655,binary,180,390,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,740,3,2,1,0.5669194756554308,0.11666666666666667,0.9887640449438202,1.0,0.6666666666666667,0,0,0.0459770114937244,0.022222222222098766,0.029962546376916505,0.015209125475227342,0.9841918945311899,4,83,176,16121,0.0459770114937244,0.022222222222098766,0.029962546376916505,0.9841918945311899,0.015209125475227342,binary,180,180,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,740,3,3,0,0.6310952380952382,0.27148148148148155,0.7946428571428572,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9801635742186902,0,114,211,16059,0.0,0.0,0.0,0.9801635742186902,0.0,local_density,180,211,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,740,3,3,0,0.2713095238095238,0.09814814814814815,0.6357142857142857,0.0,1.0,0,1,0.10447761193951884,0.05072463768097564,0.06829268248647234,0.035353535353446076,0.9766845703124404,14,120,262,15988,0.10447761193951884,0.05072463768097564,0.06829268248647234,0.9766845703124404,0.035353535353446076,sobel_edges,180,276,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,740,3,3,0,0.5834,0.20222222222222222,0.712,1.0,1.0,0,0,0.2627118644045533,0.0509868421051793,0.08539944876334343,0.044604316546698414,0.9594726562499414,31,87,577,15689,0.2627118644045533,0.0509868421051793,0.08539944876334343,0.9594726562499414,0.044604316546698414,distance_transform,180,608,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,740,3,3,0,0.5151582278481013,0.11666666666666667,0.5632911392405063,1.0,1.0,0,0,0.14999999999906252,0.1333333333325926,0.14117647008913495,0.07594936708836725,0.98217773437494,24,136,156,16068,0.14999999999906252,0.1333333333325926,0.14117647008913495,0.98217773437494,0.07594936708836725,neighbour_context,180,180,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,740,3,3,0,0.5983474576271186,0.21666666666666667,0.7542372881355932,1.0,1.0,0,0,0.008333333333263889,0.011111111110987655,0.009523809033922928,0.004784688995192418,0.9873046874999397,1,119,89,16175,0.008333333333263889,0.011111111110987655,0.009523809033922928,0.9873046874999397,0.004784688995192418,skeleton,180,90,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,741,3,3,0,0.25185966422729233,0.11304347826086956,0.504950495049505,0.0,1.0,1,1,0.05494505494445115,0.011737089201850383,0.019342359477748813,0.009765624999980927,0.9690551757811908,5,86,421,15872,0.05494505494445115,0.011737089201850383,0.019342359477748813,0.9690551757811908,0.009765624999980927,binary,426,426,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,741,3,3,0,0.3728480413258717,0.18608695652173915,0.9455445544554455,0.0,1.0,1,2,0.13017751479212913,0.02380952380949804,0.04025617540181258,0.02054154995329548,0.9359741210936928,22,147,902,15313,0.13017751479212913,0.02380952380949804,0.04025617540181258,0.9359741210936928,0.02054154995329548,binary,426,924,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,741,3,3,0,0.40361601377529055,0.3864734299516908,0.6485148514851485,0.0,1.0,1,0,0.05303030302990129,0.016203703703666195,0.0248226946768397,0.012567324955094133,0.9664306640624409,7,125,425,15827,0.05303030302990129,0.016203703703666195,0.0248226946768397,0.9664306640624409,0.012567324955094133,binary,426,432,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,741,3,3,0,0.34935069593915913,0.1360708534621578,0.9405940594059405,0.0,1.0,1,0,0.054644808742870796,0.014534883720909107,0.022962112182378758,0.011614401858290808,0.9480590820311922,10,173,678,15523,0.054644808742870796,0.014534883720909107,0.022962112182378758,0.9480590820311922,0.011614401858290808,local_density,426,688,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,741,3,3,0,0.27398901015421234,0.1182154021028701,0.6039603960396039,0.0,1.0,1,0,0.05785123966894338,0.01118210862618022,0.018741632927927687,0.009459459459446677,0.9552612304686917,7,114,619,15644,0.05785123966894338,0.01118210862618022,0.018741632927927687,0.9552612304686917,0.009459459459446677,sobel_edges,426,626,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,741,3,3,0,0.2857117233462477,0.07165861513687599,0.7673267326732673,0.0,1.0,1,0,0.35251798560897474,0.0372340425531632,0.06735395171712946,0.03485064011377322,0.917175292968694,49,90,1267,14978,0.35251798560897474,0.0372340425531632,0.06735395171712946,0.917175292968694,0.03485064011377322,distance_transform,426,1316,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,741,3,3,0,0.4005433305478886,0.3070379842758359,0.8118811881188119,0.0,1.0,1,1,0.02564102564086128,0.009389671361480306,0.013745704074916465,0.006920415224901522,0.964965820312441,4,152,422,15806,0.02564102564086128,0.009389671361480306,0.013745704074916465,0.964965820312441,0.006920415224901522,neighbour_context,426,426,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,741,3,3,0,0.3803120120196163,0.3038836790754949,0.7178217821782178,0.0,1.0,1,0,0.03149606299187798,0.021390374331436417,0.025477706524463475,0.01290322580640999,0.98132324218744,4,123,183,16074,0.03149606299187798,0.021390374331436417,0.025477706524463475,0.98132324218744,0.01290322580640999,skeleton,426,187,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,742,2,2,0,0.65025,0.325,0.77,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9793090820311902,0,79,260,16045,0.0,0.0,0.0,0.9793090820311902,0.0,binary,260,260,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,742,2,1,1,0.5895,0.32333333333333336,0.72,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.966003417968691,0,73,484,15827,0.0,0.0,0.0,0.966003417968691,0.0,binary,260,484,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,742,2,1,1,0.5625,0.27666666666666667,0.69,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9798583984374402,0,70,260,16054,0.0,0.0,0.0,0.9798583984374402,0.0,binary,260,260,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,742,2,2,0,0.6024999999999999,0.13,0.97,1.0,1.0,0,0,0.060606060605448424,0.014563106796081159,0.02348336563662058,0.011881188118788355,0.9695434570311908,6,93,406,15879,0.060606060605448424,0.014563106796081159,0.02348336563662058,0.9695434570311908,0.011881188118788355,local_density,260,412,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,742,2,1,1,0.621,0.4066666666666666,0.69,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9730224609374406,0,70,372,15942,0.0,0.0,0.0,0.9730224609374406,0.0,sobel_edges,260,372,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,742,2,1,1,0.5625,0.27666666666666667,0.69,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9537353515624417,0,70,688,15626,0.0,0.0,0.0,0.9537353515624417,0.0,distance_transform,260,688,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,742,2,1,1,0.4705,0.13,0.56,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9806518554686902,0,57,260,16067,0.0,0.0,0.0,0.9806518554686902,0.0,neighbour_context,260,260,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,742,2,1,1,0.5715,0.2922222222222222,0.7,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9895019531249396,0,71,101,16212,0.0,0.0,0.0,0.9895019531249396,0.0,skeleton,260,101,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,743,2,3,1,0.18637469586374697,0.0,0.5985401459854014,0.0,0.6666666666666667,0,2,0.13008130081195055,0.061538461538224856,0.0835509134016593,0.04359673024511282,0.9785766601561903,16,107,244,16017,0.13008130081195055,0.061538461538224856,0.0835509134016593,0.9785766601561903,0.04359673024511282,binary,260,260,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,743,2,2,0,0.33215052315740884,0.1401741293532338,0.845360824742268,0.0,1.0,0,1,0.3152173913009215,0.06359649122793071,0.105839415778611,0.05587668593438174,0.9700927734374407,29,63,427,15865,0.3152173913009215,0.06359649122793071,0.105839415778611,0.9700927734374407,0.05587668593438174,binary,260,456,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,743,2,1,1,0.6076976744186047,0.26,0.9534883720930233,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9788208007811903,0,87,260,16037,0.0,0.0,0.0,0.9788208007811903,0.0,binary,260,260,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,743,2,3,1,0.6205634328358209,0.29569651741293534,0.8541666666666666,1.0,0.6666666666666667,0,0,0.0,0.0,0.0,0.0,0.9683837890624408,0,96,422,15866,0.0,0.0,0.0,0.9683837890624408,0.0,local_density,260,422,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,743,2,1,1,0.5813434655988352,0.21328358208955223,0.926829268292683,1.0,0.5,0,0,0.0519480519473773,0.01117318435751069,0.01839080430625975,0.009280742459375218,0.9739379882811905,4,73,354,15953,0.0519480519473773,0.01117318435751069,0.01839080430625975,0.9739379882811905,0.009280742459375218,sobel_edges,260,358,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,743,2,2,0,0.39008662333493827,0.25276119402985076,0.8817204301075269,0.0,1.0,0,1,0.08139534883626284,0.010670731707300807,0.0188679243233121,0.009523809523796566,0.9555664062499416,7,79,649,15649,0.08139534883626284,0.010670731707300807,0.0188679243233121,0.9555664062499416,0.009523809523796566,distance_transform,260,656,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,743,2,2,0,0.30570125290976313,0.12276119402985072,0.7522935779816513,0.0,1.0,0,1,0.08571428571346938,0.03461538461525148,0.04931506808304749,0.02528089887633348,0.9788208007811903,9,96,251,16028,0.08571428571346938,0.03461538461525148,0.04931506808304749,0.9788208007811903,0.02528089887633348,neighbour_context,260,260,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
