method,method_display,preprocess_method,preprocess_display,preprocess_kind,input_channels,channel_names,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_preprocessed,pixel_recall_on_preprocessed,pixel_f1_on_preprocessed,pixel_iou_on_preprocessed,pixel_accuracy_on_preprocessed,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,processed_feature_pixels,opening_radius,closing_radius,erode_radius,dilate_radius,density_radius,distance_decay_px,neighbour_blend,apply_opening,apply_closing,apply_erosion,apply_dilation,apply_skeletonization,internal_skeletonization_applied
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,963,4,4,0,0.6595389351026606,0.24746025982409428,0.990909090909091,1.0,1.0,0,0,0.19444444444264403,0.0277044854880901,0.04849884504716011,0.02485207100588775,0.949707031249942,21,87,737,15539,0.19444444444264403,0.0277044854880901,0.04849884504716011,0.949707031249942,0.02485207100588775,210,758,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,963,4,4,0,0.5514339838840837,0.1575445816186557,0.652694610778443,1.0,1.0,0,0,0.02614379084950233,0.019047619047528344,0.022038567005319927,0.011142061281306011,0.9783325195311903,4,149,206,16025,0.02614379084950233,0.019047619047528344,0.022038567005319927,0.9783325195311903,0.011142061281306011,210,210,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,963,4,4,0,0.6084084084084084,0.2469135802469136,0.7364864864864865,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9845581054686898,0,147,106,16131,0.0,0.0,0.0,0.9845581054686898,0.0,210,106,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",963,4,4,0,0.4812878787878788,0.4436026936026936,0.9083333333333333,0.0,1.0,0,1,0.2782608695627977,0.04221635883899444,0.07331042359696587,0.03804994054692265,0.9506225585936919,32,83,726,15543,0.2782608695627977,0.04221635883899444,0.07331042359696587,0.9506225585936919,0.03804994054692265,210,758,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,964,2,2,0,0.506,0.0,0.78,1.0,1.0,0,0,0.3076923076883629,0.07643312101886486,0.12244897927243856,0.0652173913041706,0.9790039062499403,24,54,290,16016,0.3076923076883629,0.07643312101886486,0.12244897927243856,0.9790039062499403,0.0652173913041706,314,314,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,964,2,2,0,0.5498611111111111,0.08858024691358024,0.8,1.0,1.0,0,0,0.0519480519473773,0.007326007325993909,0.012841091276096353,0.006462035541185037,0.9624633789061913,4,73,542,15765,0.0519480519473773,0.007326007325993909,0.012841091276096353,0.9624633789061913,0.006462035541185037,314,546,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,964,2,2,0,0.582962204007286,0.15339506172839507,0.819672131147541,1.0,1.0,0,0,0.08333333333263888,0.03184713375786036,0.04608294890844995,0.023584905660321735,0.9747314453124405,10,110,304,15960,0.08333333333263888,0.03184713375786036,0.04608294890844995,0.9747314453124405,0.023584905660321735,314,314,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,964,2,2,0,0.5733369565217391,0.14963768115942028,0.78,1.0,1.0,0,0,0.4054054053999269,0.058593749999885564,0.10238907827727754,0.05395683453227706,0.9678955078124409,30,44,482,15828,0.4054054053999269,0.058593749999885564,0.10238907827727754,0.9678955078124409,0.05395683453227706,314,512,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,964,2,2,0,0.6441944444444444,0.28339506172839507,0.8333333333333334,1.0,1.0,0,0,0.13043478260756144,0.034883720930151435,0.05504587122646243,0.028301886792399433,0.9685668945311908,15,100,415,15854,0.13043478260756144,0.034883720930151435,0.05504587122646243,0.9685668945311908,0.028301886792399433,314,430,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,964,2,2,0,0.5705958781362007,0.13179012345679011,0.8064516129032258,1.0,1.0,0,0,0.35714285714002264,0.05754475703317449,0.09911894249203847,0.052143684820333554,0.9500732421874419,45,81,737,15521,0.35714285714002264,0.05754475703317449,0.09911894249203847,0.9500732421874419,0.052143684820333554,314,782,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,964,2,2,0,0.5386792452830189,0.0,0.9433962264150944,1.0,1.0,0,0,0.14583333333181422,0.0445859872610045,0.06829268256785247,0.035353535353446076,0.9766845703124404,14,82,300,15988,0.14583333333181422,0.0445859872610045,0.06829268256785247,0.9766845703124404,0.035353535353446076,314,314,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,964,2,2,0,0.57975,0.195,0.71,1.0,1.0,0,0,0.015384615384378698,0.01010101010090807,0.012195121472560995,0.006134969325115737,0.9901123046874395,1,64,98,16221,0.015384615384378698,0.01010101010090807,0.012195121472560995,0.9901123046874395,0.006134969325115737,314,99,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",964,2,2,0,0.6330202526941657,0.20158346752549647,0.9615384615384616,1.0,1.0,0,0,0.26881720429818473,0.03196930946287472,0.0571428569527484,0.029411764705847752,0.949645996093692,25,68,757,15534,0.26881720429818473,0.03196930946287472,0.0571428569527484,0.949645996093692,0.029411764705847752,314,782,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,965,3,5,2,0.2114107142857143,0.029166666666666657,0.6914285714285715,0.0,0.6,1,0,0.15833333333201388,0.053370786516704016,0.0798319323956818,0.0415754923412657,0.9732666015624406,19,101,337,15927,0.15833333333201388,0.053370786516704016,0.0798319323956818,0.9732666015624406,0.0415754923412657,356,356,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,965,3,3,0,0.34217857142857144,0.175,0.8171428571428572,0.0,1.0,1,1,0.08064516128967221,0.012033694344149177,0.020942408150952004,0.010582010581999384,0.9429321289061924,10,114,821,15439,0.08064516128967221,0.012033694344149177,0.020942408150952004,0.9429321289061924,0.010582010581999384,356,831,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,965,3,5,2,0.22567857142857142,0.058333333333333334,0.6971428571428571,0.0,0.6,1,2,0.14150943396092916,0.04178272980489754,0.06451612867999539,0.03333333333325926,0.9734497070311906,15,91,344,15934,0.14150943396092916,0.04178272980489754,0.06451612867999539,0.9734497070311906,0.03333333333325926,356,359,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,965,3,5,2,0.2235214285714286,0.07385714285714284,0.6514285714285715,0.0,0.6,1,1,0.044642857142458546,0.015974440894517654,0.02352941137643184,0.01190476190473356,0.9746704101561905,5,107,308,15964,0.044642857142458546,0.015974440894517654,0.02352941137643184,0.9746704101561905,0.01190476190473356,356,423,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,965,3,4,1,0.20025,0.06499999999999999,0.48,0.0,0.75,1,1,0.17073170731499107,0.02564102564097868,0.044585987033956755,0.022801302931558957,0.9633789062499412,14,68,532,15770,0.17073170731499107,0.02564102564097868,0.044585987033956755,0.9633789062499412,0.022801302931558957,356,546,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,965,3,4,1,0.2886607142857143,0.0913095238095238,0.8628571428571429,0.0,0.75,1,1,0.2162162162147553,0.027729636048502836,0.04915514572776374,0.02519685039368095,0.9244384765624436,32,116,1122,15114,0.2162162162147553,0.027729636048502836,0.04915514572776374,0.9244384765624436,0.02519685039368095,356,1154,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,965,3,5,2,0.29990714285714287,0.16233333333333336,0.8342857142857143,0.0,0.6,1,2,0.14999999999892857,0.058988764044778125,0.08467741894932038,0.0442105263156964,0.9722900390624406,21,119,335,15909,0.14999999999892857,0.058988764044778125,0.08467741894932038,0.9722900390624406,0.0442105263156964,356,356,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,965,3,4,1,0.23264285714285715,0.11666666666666667,0.5257142857142857,0.0,0.75,1,0,0.03296703296667069,0.016483516483425914,0.02197802153341653,0.011111111111069959,0.9837036132811899,3,88,179,16114,0.03296703296667069,0.016483516483425914,0.02197802153341653,0.9837036132811899,0.011111111111069959,356,182,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",965,3,5,2,0.2562428571428571,0.078,0.8057142857142857,0.0,0.6,1,0,0.1969696969682048,0.022530329289408554,0.04043545860265717,0.02063492063490426,0.9246826171874435,26,106,1128,15124,0.1969696969682048,0.022530329289408554,0.04043545860265717,0.9246826171874435,0.02063492063490426,356,1154,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,966,1,2,1,0.4483870967741936,0.0,0.7419354838709677,1.0,0.5,0,0,0.025210084033401595,0.03225806451578217,0.02830188629970631,0.014354066985577254,0.9874267578124397,3,116,90,16175,0.025210084033401595,0.03225806451578217,0.02830188629970631,0.9874267578124397,0.014354066985577254,93,93,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,966,1,1,0,0.634195652173913,0.39,0.5434782608695652,1.0,1.0,0,0,0.7450980392010765,0.1333333333328655,0.2261904759316362,0.12751677852306204,0.9841308593749399,38,13,247,16086,0.7450980392010765,0.1333333333328655,0.2261904759316362,0.9841308593749399,0.12751677852306204,93,285,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,966,1,1,0,0.4521739130434783,0.0,0.5108695652173914,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9914550781249395,0,47,93,16244,0.0,0.0,0.0,0.9914550781249395,0.0,93,93,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,966,1,1,0,0.7492173913043478,0.52,0.8260869565217391,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9669189453124409,0,77,465,15842,0.0,0.0,0.0,0.9669189453124409,0.0,93,465,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,966,1,2,1,0.6227,0.39,0.736,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.98095703124994,0,126,186,16072,0.0,0.0,0.0,0.98095703124994,0.0,93,190,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,966,1,1,0,0.6148260869565217,0.26,0.7391304347826086,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9664306640624409,0,69,481,15834,0.0,0.0,0.0,0.9664306640624409,0.0,93,481,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,966,1,2,1,0.46,0.0,0.8,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9872436523436897,0,116,93,16175,0.0,0.0,0.0,0.9872436523436897,0.0,93,93,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,966,1,2,1,0.458695652173913,0.0,0.7934782608695652,1.0,0.5,0,0,0.027777777777391974,0.02150537634385478,0.024242423750229575,0.012269938650231474,0.9901733398436895,2,70,91,16221,0.027777777777391974,0.02150537634385478,0.024242423750229575,0.9901733398436895,0.012269938650231474,93,93,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",966,1,1,0,0.4347826086956522,0.0,0.42391304347826086,1.0,1.0,0,0,0.874999999978125,0.07276507276492149,0.1343570056158797,0.07201646090520161,0.9724731445311906,35,5,446,15898,0.874999999978125,0.07276507276492149,0.1343570056158797,0.9724731445311906,0.07201646090520161,93,481,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,967,2,3,1,0.35061840411840417,0.21957528957528957,0.9257142857142857,0.0,0.6666666666666667,0,1,0.0,0.0,0.0,0.0,0.9615478515624413,0,162,468,15754,0.0,0.0,0.0,0.9615478515624413,0.0,468,468,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,967,2,2,0,0.7362744887744888,0.5538610038610038,0.6851851851851851,1.0,1.0,0,0,0.026548672566136737,0.003378378378374574,0.005994005793706799,0.0030060120240450842,0.9392700195311926,3,110,885,15386,0.026548672566136737,0.003378378378374574,0.005994005793706799,0.9392700195311926,0.0030060120240450842,468,888,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,967,2,3,1,0.5802639544306212,0.187966537966538,0.8950617283950617,1.0,0.6666666666666667,0,0,0.0,0.0,0.0,0.0,0.9625244140624413,0,146,468,15770,0.0,0.0,0.0,0.9625244140624413,0.0,468,468,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,967,2,3,1,0.5131677890011224,0.07727272727272727,0.808641975308642,1.0,0.6666666666666667,0,0,0.09523809523733938,0.016304347826064804,0.027842227128514595,0.01411764705880692,0.948852539062442,12,114,724,15534,0.09523809523733938,0.016304347826064804,0.027842227128514595,0.948852539062442,0.01411764705880692,468,762,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,967,2,2,0,0.642879188712522,0.4642857142857143,0.41975308641975306,1.0,1.0,0,0,0.3333333333285024,0.03721682847890418,0.06695778730091172,0.034638554216815304,0.9608764648436914,23,46,595,15720,0.3333333333285024,0.03721682847890418,0.06695778730091172,0.9608764648436914,0.034638554216815304,468,618,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,967,2,3,1,0.6105872953553366,0.282022932022932,0.8350515463917526,1.0,0.6666666666666667,0,0,0.0706521739126595,0.0106557377049093,0.018518518290734254,0.009345794392516645,0.915893554687444,13,171,1207,14993,0.0706521739126595,0.0106557377049093,0.018518518290734254,0.915893554687444,0.009345794392516645,468,1220,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,967,2,4,2,0.5746274131274132,0.28595881595881595,0.7297297297297297,1.0,0.5,0,0,0.03827751196153934,0.01709401709398057,0.023633677564247526,0.011958146487276595,0.9596557617186914,8,201,460,15715,0.03827751196153934,0.01709401709398057,0.023633677564247526,0.9596557617186914,0.011958146487276595,468,468,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,967,2,3,1,0.5296254587921254,0.18243243243243243,0.654320987654321,1.0,0.6666666666666667,0,0,0.01941747572796682,0.010638297872283839,0.013745704009919596,0.006920415224889549,0.98248291015619,2,101,186,16095,0.01941747572796682,0.010638297872283839,0.013745704009919596,0.98248291015619,0.006920415224889549,468,188,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",967,2,3,1,0.5702506669585877,0.20708435708435705,0.801980198019802,1.0,0.6666666666666667,0,0,0.2010869565206463,0.03032786885243416,0.05270655247871974,0.027066569129460816,0.9188232421874439,37,147,1183,15017,0.2010869565206463,0.03032786885243416,0.05270655247871974,0.9188232421874439,0.027066569129460816,468,1220,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,968,3,2,1,0.2900404530744337,0.11666666666666667,0.854368932038835,0.0,0.6666666666666667,0,1,0.03797468354382311,0.013157894736784395,0.0195439735590192,0.009868421052599117,0.98162841796869,3,76,225,16080,0.03797468354382311,0.013157894736784395,0.0195439735590192,0.98162841796869,0.009868421052599117,228,228,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,968,3,2,1,0.5235153721682848,0.08425925925925926,0.8446601941747574,1.0,0.6666666666666667,0,0,0.038461538461045365,0.006329113924037281,0.01086956497467707,0.005464480874306987,0.9666748046874409,3,75,471,15835,0.038461538461045365,0.006329113924037281,0.01086956497467707,0.9666748046874409,0.005464480874306987,228,474,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,968,3,2,1,0.46035598705501624,0.0,0.7184466019417476,1.0,0.6666666666666667,0,0,0.04166666666608796,0.013157894736784395,0.019999999635066674,0.010101010100976091,0.98205566406244,3,69,225,16087,0.04166666666608796,0.013157894736784395,0.019999999635066674,0.98205566406244,0.010101010100976091,228,228,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,968,3,3,0,0.5500728155339806,0.11666666666666667,0.7378640776699029,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.9785766601561903,0,64,287,16033,0.0,0.0,0.0,0.9785766601561903,0.0,228,287,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,968,3,2,1,0.554164644012945,0.19120370370370368,0.7572815533980582,1.0,0.6666666666666667,0,0,0.08450704225233088,0.017241379310295284,0.028639617856813303,0.014527845036284437,0.9751586914061905,6,65,342,15971,0.08450704225233088,0.017241379310295284,0.028639617856813303,0.9751586914061905,0.014527845036284437,228,348,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,968,3,3,0,0.4991796116504854,0.08555555555555555,0.5533980582524272,1.0,1.0,0,0,0.07407407407270233,0.005494505494497947,0.010230178899536242,0.005141388174800589,0.9527587890624418,4,50,724,15606,0.07407407407270233,0.005494505494497947,0.010230178899536242,0.9527587890624418,0.005141388174800589,228,728,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,968,3,3,0,0.5990445402298851,0.15879629629629627,0.8879310344827587,1.0,1.0,0,0,0.02752293577956401,0.013157894736784395,0.01780415386491033,0.00898203592811682,0.9797973632811902,3,106,225,16050,0.02752293577956401,0.013157894736784395,0.01780415386491033,0.9797973632811902,0.00898203592811682,228,228,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,968,3,3,0,0.6821904761904761,0.3022222222222222,0.9809523809523809,1.0,1.0,0,0,0.02083333333311632,0.01941747572796682,0.02010050201297948,0.010152284263907857,0.9880981445311897,2,94,101,16187,0.02083333333311632,0.01941747572796682,0.02010050201297948,0.9880981445311897,0.010152284263907857,228,103,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",968,3,3,0,0.5869498381877023,0.09074074074074073,0.9805825242718447,1.0,1.0,0,0,0.09090909090805785,0.010989010988995894,0.019607842944780855,0.009900990098997647,0.9511718749999419,8,80,720,15576,0.09090909090805785,0.010989010988995894,0.019607842944780855,0.9511718749999419,0.009900990098997647,228,728,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,969,1,1,0,0.4819587628865979,0.0,0.6597938144329897,1.0,1.0,0,0,0.23437499999633787,0.050675675675504475,0.08333333304052469,0.04347826086943919,0.9798583984374402,15,49,281,16039,0.23437499999633787,0.050675675675504475,0.08333333304052469,0.9798583984374402,0.04347826086943919,296,296,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__dilated_stroke,CNN + Dilated stroke,dilated_stroke,Dilated stroke,binary,1,,969,1,1,0,0.4798969072164948,0.0,0.6494845360824743,1.0,1.0,0,0,0.4444444444373898,0.05533596837933728,0.09841827748287162,0.05175600739361968,0.9686889648436908,28,35,478,15843,0.4444444444373898,0.05533596837933728,0.09841827748287162,0.9686889648436908,0.05175600739361968,296,506,0,0,0,1,0,0.0,0.0,False,False,False,True,False,False
cnn_direct_vector_regression__close_gaps,CNN + Close small gaps,close_gaps,Close small gaps,binary,1,,969,1,1,0,0.4840206185567011,0.0,0.6701030927835052,1.0,1.0,0,0,0.29230769230319525,0.06418918918897233,0.10526315759888276,0.05555555555539311,0.9802856445311902,19,46,277,16042,0.29230769230319525,0.06418918918897233,0.10526315759888276,0.9802856445311902,0.05555555555539311,296,296,0,1,0,0,0,0.0,0.0,False,True,False,False,False,False
cnn_direct_vector_regression__local_density,CNN + Local density blur,local_density,Local density blur,local_density,1,,969,1,2,1,0.42720360824742265,0.01323024054982817,0.60625,1.0,0.5,0,0,0.08387096774139438,0.026748971193360598,0.04056162209809653,0.0207006369426422,0.9624633789061913,13,142,473,15756,0.08387096774139438,0.026748971193360598,0.04056162209809653,0.9624633789061913,0.0207006369426422,296,486,0,0,0,0,2,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__sobel_edges,CNN + Sobel edge response,sobel_edges,Sobel edge response,sobel_edges,1,,969,1,1,0,0.4654639175257732,0.0,0.5773195876288659,1.0,1.0,0,0,0.35714285713647964,0.05025125628128078,0.08810572665559199,0.046082949308649576,0.9747314453124405,20,36,378,15950,0.35714285713647964,0.05025125628128078,0.08810572665559199,0.9747314453124405,0.046082949308649576,296,398,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__distance_transform,CNN + Distance-to-stroke,distance_transform,Distance-to-stroke,distance_transform,1,,969,1,1,0,0.7930154639175259,0.65,0.7525773195876289,1.0,1.0,0,0,0.9999999999864865,0.10335195530711823,0.18734177198163116,0.10335195530711823,0.9608154296874414,74,0,642,15668,0.9999999999864865,0.10335195530711823,0.18734177198163116,0.9608154296874414,0.10335195530711823,296,716,0,0,0,0,0,4.0,0.0,False,False,False,False,False,False
cnn_direct_vector_regression__neighbour_context,CNN + Neighbour-count context,neighbour_context,Neighbour-count context,neighbour_context,1,,969,1,2,1,0.6447089321995636,0.451340206185567,0.708029197080292,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9735107421874406,0,138,296,15950,0.0,0.0,0.0,0.9735107421874406,0.0,296,296,0,0,0,0,0,0.0,0.45,False,False,False,False,False,False
cnn_direct_vector_regression__skeleton,CNN + Zhang-Suen skeleton,skeleton,Zhang-Suen skeleton,skeleton,1,,969,1,2,1,0.4608247422680412,0.0,0.8041237113402062,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9893798828124396,0,78,96,16210,0.0,0.0,0.0,0.9893798828124396,0.0,296,96,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__multi_channel_stack,CNN + Multi-channel stack,multi_channel_stack,Multi-channel stack,multi_channel,8,"threshold_only, dilated_stroke, close_gaps, local_density, sobel_edges, distance_transform, neighbour_context, skeleton",969,1,2,1,0.48350515463917526,0.0,0.9175257731958762,1.0,0.5,0,0,0.22471910112107057,0.027932960893815736,0.04968944079699394,0.02547770700633697,0.9533081054686918,20,69,696,15599,0.22471910112107057,0.027932960893815736,0.04968944079699394,0.9533081054686918,0.02547770700633697,296,716,0,0,0,0,0,0.0,0.0,False,False,False,False,True,False
cnn_direct_vector_regression__threshold_only,CNN + Threshold binary,threshold_only,Threshold binary,binary,1,,970,3,3,0,0.3510569948186528,0.17333333333333334,0.8652849740932642,0.0,1.0,0,1,0.017857142857036566,0.010416666666630499,0.013157894271410451,0.006622516556276771,0.9725341796874406,3,165,285,15931,0.017857142857036566,0.010416666666630499,0.013157894271410451,0.9725341796874406,0.006622516556276771,288,288,0,0,0,0,0,0.0,0.0,False,False,False,False,False,False
