method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision,pixel_recall,pixel_f1,pixel_iou,pixel_accuracy,junction_nodes,traced_paths
baseline_original_unchanged,66,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999907407,0.9999999999999389,2,1
skeleton_junction_fix,66,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999907407,0.9999999999999389,2,1
baseline_original_unchanged,67,2,2,0,0.9964778562259307,0.9948830409356725,0.9939024390243902,1.0,1.0,0,0,0.9999999999932433,0.9999999999932433,0.9999999994932434,0.9999999999932433,0.9999999999999389,4,2
skeleton_junction_fix,67,2,2,0,0.9964778562259307,0.9948830409356725,0.9939024390243902,1.0,1.0,0,0,0.9999999999932433,0.9999999999932433,0.9999999994932434,0.9999999999932433,0.9999999999999389,4,2
baseline_original_unchanged,68,3,3,0,0.988973112192913,0.9785399449035812,0.9931506849315068,1.0,1.0,0,0,0.9999999999932433,0.9999999999932433,0.9999999994932434,0.9999999999932433,0.9999999999999389,6,3
skeleton_junction_fix,68,3,3,0,0.988973112192913,0.9785399449035812,0.9931506849315068,1.0,1.0,0,0,0.9999999999932433,0.9999999999932433,0.9999999994932434,0.9999999999932433,0.9999999999999389,6,3
baseline_original_unchanged,69,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999772728,0.9999999999772728,0.9999999994772728,0.9999999999772728,0.9999999999999389,2,1
skeleton_junction_fix,69,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999772728,0.9999999999772728,0.9999999994772728,0.9999999999772728,0.9999999999999389,2,1
baseline_original_unchanged,70,4,4,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999947369,0.9999999999947369,0.9999999994947368,0.9999999999947369,0.9999999999999389,8,4
skeleton_junction_fix,70,4,4,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999947369,0.9999999999947369,0.9999999994947368,0.9999999999947369,0.9999999999999389,8,4
baseline_original_unchanged,71,5,5,0,0.9987061036789299,0.9986111111111112,0.9966555183946488,1.0,1.0,1,1,0.9999999999966778,0.9999999999966778,0.9999999994966777,0.9999999999966778,0.9999999999999389,11,7
skeleton_junction_fix,71,5,5,0,0.9987061036789299,0.9986111111111112,0.9966555183946488,1.0,1.0,1,1,0.9999999999966778,0.9999999999966778,0.9999999994966777,0.9999999999966778,0.9999999999999389,11,7
baseline_original_unchanged,72,3,3,0,0.7305482251979196,0.9697188175919249,0.970873786407767,0.0,1.0,1,0,0.9749999999939063,0.9454545454488155,0.9599999994942107,0.9230769230714612,0.9992065429686889,6,4
skeleton_junction_fix,72,3,3,0,0.7273062627309063,0.9646719538572459,0.9660194174757282,0.0,1.0,1,0,0.9254658385035686,0.9030303030248302,0.9141104289423201,0.8418079095997638,0.998291015624939,6,4
baseline_original_unchanged,73,4,4,0,0.9953790106648513,0.9925801376597837,0.9935897435897436,1.0,1.0,2,2,0.9999999999962687,0.9999999999962687,0.9999999994962687,0.9999999999962687,0.9999999999999389,10,8
skeleton_junction_fix,73,4,4,0,0.9953790106648513,0.9925801376597837,0.9935897435897436,1.0,1.0,2,2,0.9999999999962687,0.9999999999962687,0.9999999994962687,0.9999999999962687,0.9999999999999389,10,8
baseline_original_unchanged,74,3,3,0,0.9645468273466621,0.9231730769230768,0.9955947136563876,1.0,1.0,0,0,0.9499999999956819,0.9499999999956819,0.9499999994956818,0.9047619047579881,0.998657226562439,6,4
skeleton_junction_fix,74,3,3,0,0.9645468273466621,0.9231730769230768,0.9955947136563876,1.0,1.0,0,0,0.9499999999956819,0.9499999999956819,0.9499999994956818,0.9047619047579881,0.998657226562439,6,4
baseline_original_unchanged,75,3,3,0,0.9324499999999999,0.961,1.0,0.8,1.0,1,1,0.9999999999954546,0.9999999999954546,0.9999999994954547,0.9999999999954546,0.9999999999999389,7,5
skeleton_junction_fix,75,3,3,0,0.9324499999999999,0.961,1.0,0.8,1.0,1,1,0.9999999999954546,0.9999999999954546,0.9999999994954547,0.9999999999954546,0.9999999999999389,7,5
baseline_original_unchanged,76,5,5,0,0.933221318729948,0.9927536231884059,0.9949109414758269,0.75,1.0,4,3,0.9304635761558594,0.9304635761558594,0.9304635756558594,0.8699690402449847,0.997436523437439,14,12
skeleton_junction_fix,76,5,5,0,0.933221318729948,0.9927536231884059,0.9949109414758269,0.75,1.0,4,3,0.9304635761558594,0.9304635761558594,0.9304635756558594,0.8699690402449847,0.997436523437439,14,12
baseline_original_unchanged,77,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.999999999988764,0.999999999988764,0.9999999994887641,0.999999999988764,0.9999999999999389,4,2
skeleton_junction_fix,77,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.999999999988764,0.999999999988764,0.9999999994887641,0.999999999988764,0.9999999999999389,4,2
baseline_original_unchanged,78,5,5,0,0.9980406960313295,0.9970796829370047,0.9967741935483871,1.0,1.0,3,3,0.9999999999965754,0.9999999999965754,0.9999999994965754,0.9999999999965754,0.9999999999999389,13,11
skeleton_junction_fix,78,5,5,0,0.9980406960313295,0.9970796829370047,0.9967741935483871,1.0,1.0,3,3,0.9999999999965754,0.9999999999965754,0.9999999994965754,0.9999999999965754,0.9999999999999389,13,11
baseline_original_unchanged,79,5,5,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999973753,0.9999999999973753,0.9999999994973754,0.9999999999973753,0.9999999999999389,10,5
skeleton_junction_fix,79,5,5,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999973753,0.9999999999973753,0.9999999994973754,0.9999999999973753,0.9999999999999389,10,5
