Cycle,Training samples,sample,Method,True vectors,Predicted vectors,Vector count error,Engineering score,Line geometry score,Total length score,Junction angle score,Vector count score,True junctions,Predicted junctions,tp,fp,fn,tn,sample_precision,sample_recall,sample_f1,sample_accuracy,sample_iou
small,100,255,Unedited Hough vectors from distance-to-stroke,2,14,12,0.3553945322969713,0.6746341463414633,0.18761726078799246,0.0,0.1428571428571429,0,14,135,345,179,15725,0.2812499999994141,0.42993630573111485,0.3400503773547513,0.9680175781249409,0.20485584218481812
small,100,256,Unedited Hough vectors from distance-to-stroke,3,14,11,0.3652782619679171,0.6772649572649572,0.1954022988505747,0.0,0.2142857142857143,0,19,124,475,94,15691,0.20701168614322704,0.5688073394469321,0.30354957121142073,0.965270996093691,0.17893217893192073
small,100,257,Unedited Hough vectors from distance-to-stroke,3,17,14,0.19645176165459438,0.3205974899630813,0.158311345646438,0.011494252873563218,0.17647058823529416,1,87,191,621,229,15343,0.23522167487655762,0.454761904760822,0.3100649346150516,0.9481201171874422,0.18347742555217725
small,100,258,Unedited Hough vectors from distance-to-stroke,2,7,5,0.49774886702335625,0.849981968986657,0.43342776203966005,0.0,0.2857142857142857,0,7,87,208,188,15901,0.29491525423628845,0.316363636362486,0.30526315739428134,0.9758300781249404,0.18012422360211156
small,100,259,Unedited Hough vectors from distance-to-stroke,2,12,10,0.3377590926134233,0.6423809523809523,0.16010498687664043,0.0,0.16666666666666663,0,16,102,238,98,15946,0.29999999999911764,0.50999999999745,0.3777777773099863,0.9794921874999402,0.23287671232823545
small,100,260,Unedited Hough vectors from distance-to-stroke,4,15,11,0.39301055334626106,0.6950155279503106,0.20126782884310623,0.05333333333333334,0.2666666666666667,2,30,171,349,170,15694,0.32884615384552146,0.5014662756583534,0.3972125430746951,0.9683227539061908,0.24782608695616257
small,100,261,Unedited Hough vectors from distance-to-stroke,5,23,18,0.24973255577935338,0.4286666666666667,0.16040688575899842,0.012048192771084338,0.21739130434782605,1,83,249,753,280,15102,0.24850299401172804,0.47069943289135974,0.3252775958895596,0.9369506835936928,0.19422776911061293
small,100,262,Unedited Hough vectors from distance-to-stroke,1,8,7,0.3556526154435716,0.6641176470588235,0.22149837133550487,0.0,0.125,0,16,109,147,100,16028,0.42578124999833683,0.5215311004759735,0.46881720380416697,0.9849243164061898,0.3061797752800388
small,100,263,Unedited Hough vectors from distance-to-stroke,4,29,25,0.31676345746445805,0.6086206896551725,0.13545521835677277,0.008,0.13793103448275867,1,100,280,769,255,15080,0.26692087702548434,0.5233644859803301,0.3535353530875556,0.9374999999999427,0.21472392638020343
small,100,264,Unedited Hough vectors from distance-to-stroke,2,12,10,0.15645999874604216,0.2724270353302611,0.0860058309037901,0.0,0.16666666666666663,0,32,92,435,53,15804,0.17457305502813175,0.634482758616314,0.27380952347027804,0.9702148437499407,0.15862068965489892
small,100,265,Unedited Hough vectors from distance-to-stroke,1,6,5,0.3679520769645747,0.6610447761194029,0.26907630522088355,0.0,0.16666666666666663,0,6,112,112,94,16066,0.4999999999977679,0.5436893203857103,0.5209302320565927,0.9874267578124397,0.3522012578605277
small,100,266,Unedited Hough vectors from distance-to-stroke,4,24,20,0.38880076553782283,0.7523809523809525,0.15531335149863756,0.01,0.16666666666666663,1,100,232,803,220,15129,0.2241545893717641,0.5132743362820503,0.3120376592939898,0.9375610351561927,0.184860557768777
small,100,267,Unedited Hough vectors from distance-to-stroke,3,11,8,0.4124430828583242,0.6436011843283069,0.4063205417607223,0.05714285714285715,0.2727272727272727,1,14,112,305,131,15836,0.2685851318938403,0.460905349792342,0.33939393892766306,0.9733886718749406,0.20437956204342267
small,100,268,Unedited Hough vectors from distance-to-stroke,3,10,7,0.41248717948717956,0.7246153846153847,0.28205128205128205,0.0,0.30000000000000004,0,8,120,310,167,15787,0.2790697674412115,0.4181184668974979,0.3347280329917583,0.9708862304686907,0.20100502512529145
small,100,269,Unedited Hough vectors from distance-to-stroke,4,24,20,0.32889007092198586,0.63,0.1436170212765957,0.0,0.16666666666666663,0,66,274,801,321,14988,0.25488372092999545,0.4605042016798983,0.32814371211576393,0.9315185546874432,0.19627507163309724
small,100,270,Unedited Hough vectors from distance-to-stroke,2,12,10,0.37248276622975424,0.7052323580034424,0.1923076923076923,0.0,0.16666666666666663,0,15,154,296,130,15804,0.34222222222146176,0.5422535211248513,0.41961852813478456,0.9739990234374405,0.2655172413788526
small,100,271,Unedited Hough vectors from distance-to-stroke,1,6,5,0.351368501529052,0.65,0.21100917431192656,0.0,0.16666666666666663,0,6,14,78,10,16282,0.15217391304182418,0.5833333333090278,0.24137931001248517,0.9946289062499393,0.13725490195943868
small,100,272,Unedited Hough vectors from distance-to-stroke,1,4,3,0.6813172514619884,0.6950000000000001,0.4678362573099415,1.0,0.25,0,0,105,63,144,16072,0.6249999999962798,0.4216867469862583,0.5035971218186084,0.9873657226561897,0.3365384615373829
small,100,273,Unedited Hough vectors from distance-to-stroke,4,27,23,0.3513199070332495,0.6792626430417128,0.14617169373549888,0.00641025641025641,0.14814814814814814,1,156,408,918,363,14695,0.3076923076920757,0.5291828793767456,0.38912732428429475,0.9218139648436937,0.24156305506202394
small,100,274,Unedited Hough vectors from distance-to-stroke,2,9,7,0.3968663081437398,0.7021929824561404,0.29328621908127206,0.0,0.2222222222222222,0,6,125,123,138,15998,0.5040322580624838,0.47528517110085444,0.4892367901051696,0.9840698242186899,0.32383419689035275
small,100,275,Unedited Hough vectors from distance-to-stroke,1,9,8,0.3387759462759463,0.65,0.17582417582417587,0.0,0.11111111111111116,0,11,79,130,80,16095,0.37799043062020105,0.49685534590882485,0.4293478255938534,0.9871826171874397,0.27335640138313716
small,100,276,Unedited Hough vectors from distance-to-stroke,1,6,5,0.35799295774647893,0.65,0.244131455399061,0.0,0.16666666666666663,0,6,63,129,98,16094,0.32812499999829103,0.39130434782365653,0.3569405094168479,0.9861450195311898,0.21724137930959572
small,100,277,Unedited Hough vectors from distance-to-stroke,2,19,17,0.37486096001848407,0.7313852813852814,0.176056338028169,0.0,0.10526315789473684,0,47,182,458,123,15621,0.2843749999995557,0.5967213114734534,0.3851851847472042,0.9645385742186912,0.2385321100914305
small,100,278,Unedited Hough vectors from distance-to-stroke,1,3,2,0.7582400149309444,0.8157894736842104,0.5390070921985816,1.0,0.33333333333333337,0,0,79,65,158,16082,0.5486111111073013,0.3333333333319269,0.414698162257273,0.9863891601561897,0.26158940397264374
small,100,279,Unedited Hough vectors from distance-to-stroke,3,12,9,0.40674826123243846,0.6839521800281294,0.3341346153846154,0.028571428571428574,0.25,1,28,126,243,71,15944,0.341463414633221,0.639593908626195,0.44522968152339903,0.9808349609374402,0.28636363636298556
small,100,280,Unedited Hough vectors from distance-to-stroke,4,20,16,0.36453987023015133,0.6832337714058144,0.18542336548767413,0.0,0.19999999999999996,0,46,143,594,102,15545,0.1940298507460054,0.5836734693853728,0.2912423621503748,0.9575195312499415,0.17044100119169198
small,100,281,Unedited Hough vectors from distance-to-stroke,2,10,8,0.22610088329538747,0.33334745762711865,0.23880597014925375,0.03333333333333333,0.19999999999999996,1,30,69,175,39,16101,0.2827868852447427,0.6388888888829732,0.39204545411786546,0.9869384765624397,0.2438162544160996
small,100,282,Unedited Hough vectors from distance-to-stroke,2,9,7,0.3592427701674277,0.65,0.2226027397260274,0.0,0.2222222222222222,0,13,75,177,80,16052,0.2976190476178666,0.4838709677388138,0.36855036807695796,0.9843139648436899,0.2259036144571509
small,100,283,Unedited Hough vectors from distance-to-stroke,1,1,0,0.8416589861751153,0.6989247311827956,0.8857142857142857,1.0,1.0,0,0,0,36,32,16316,0.0,0.0,0.0,0.9958496093749392,0.0
small,100,284,Unedited Hough vectors from distance-to-stroke,3,17,14,0.32325998983738413,0.6000000000000001,0.16540642722117205,0.010126582278481013,0.17647058823529416,1,79,217,568,183,15416,0.27643312101875617,0.5424999999986437,0.3662447252905568,0.9541625976561917,0.22417355371877667
small,100,285,Unedited Hough vectors from distance-to-stroke,4,25,21,0.35357572534350995,0.6528439504475743,0.19625246548323472,0.018181818181818184,0.16000000000000003,1,44,197,650,234,15303,0.23258559622168526,0.45707656612422953,0.3082942092551559,0.9460449218749423,0.18223866789992393
small,100,286,Unedited Hough vectors from distance-to-stroke,3,15,12,0.25124981475077807,0.4,0.2159264931087289,0.03225806451612903,0.19999999999999996,1,31,171,292,200,15721,0.3693304535629172,0.46091644204727517,0.41007194195114416,0.9699707031249408,0.2579185520358101
small,100,287,Unedited Hough vectors from distance-to-stroke,3,10,7,0.21784359341445958,0.34393939393939393,0.16535433070866146,0.0,0.30000000000000004,0,18,55,259,53,16017,0.175159235668232,0.5092592592545439,0.2606635067269154,0.98095703124994,0.1498637602175753
